apparentTemperature,cloudCover,date,dewPoint,hour,humidity,icon,ozone,precipAccumulation,precipIntensity,precipProbability,precipType,pressure,summary,temperature,time,uvIndex,visibility,windBearing,windGust,windSpeed
15.93,1.0,2017-07-12,14.8,14,0.93,rain,,,1.5215,0.88,rain,1008.03,Rain,15.85,1499860800,4.0,7.39,331.0,,3.15
15.78,1.0,2017-07-12,14.66,15,0.93,cloudy,,,0.4826,0.61,rain,1009.46,Overcast,15.72,1499864400,3.0,9.06,341.0,,3.97
15.75,1.0,2017-07-12,13.45,16,0.86,cloudy,,,0.0635,0.25,rain,1011.48,Overcast,15.75,1499868000,3.0,10.25,345.0,,6.44
15.61,0.76,2017-07-12,12.46,17,0.82,partly-cloudy-day,,,0.0,0.0,,1013.45,Mostly Cloudy,15.61,1499871600,2.0,10.38,335.0,,5.91
15.74,0.64,2017-07-12,11.29,18,0.75,partly-cloudy-day,,,0.0686,0.14,rain,1014.82,Mostly Cloudy,15.74,1499875200,1.0,10.44,332.0,,6.28
15.98,0.53,2017-07-12,10.03,19,0.68,partly-cloudy-day,,,0.0,0.0,,1016.02,Partly Cloudy,15.98,1499878800,1.0,10.96,330.0,,5.46
15.48,0.53,2017-07-12,9.07,20,0.66,partly-cloudy-day,,,0.0,0.0,,1017.3,Partly Cloudy,15.48,1499882400,0.0,10.96,325.0,,4.72
14.41,0.24,2017-07-12,8.79,21,0.69,clear-day,,,0.0,0.0,,1018.55,Clear,14.41,1499886000,0.0,11.18,315.0,,3.52
13.17,0.31,2017-07-12,8.66,22,0.74,partly-cloudy-night,,,0.0,0.0,,1019.47,Partly Cloudy,13.17,1499889600,0.0,11.18,303.0,,2.95
12.14,0.33,2017-07-12,8.9,23,0.81,partly-cloudy-night,,,0.0,0.0,,1020.2,Partly Cloudy,12.14,1499893200,0.0,12.36,291.0,,2.2
11.17,0.33,2017-07-13,8.54,0,0.84,partly-cloudy-night,,,0.0,0.0,,1020.77,Partly Cloudy,11.17,1499896800,0.0,12.83,276.0,,2.08
10.43,0.27,2017-07-13,8.41,1,0.87,partly-cloudy-night,,,0.0,0.0,,1021.42,Partly Cloudy,10.43,1499900400,0.0,12.28,268.0,,1.9
9.14,0.19,2017-07-13,8.28,2,0.89,clear-night,,,0.0,0.0,,1021.75,Clear,9.94,1499904000,0.0,11.46,261.0,,1.98
9.25,0.14,2017-07-13,8.3,3,0.94,clear-night,,,0.0,0.0,,1022.07,Clear,9.25,1499907600,0.0,11.59,258.0,,1.15
8.69,0.0,2017-07-13,8.05,4,0.96,clear-night,,,0.0,0.0,,1022.35,Clear,8.69,1499911200,0.0,7.9,261.0,,0.95
7.99,0.06,2017-07-13,7.21,5,0.95,clear-night,,,0.0,0.0,,1022.52,Clear,7.99,1499914800,0.0,9.04,237.0,,0.8
8.11,0.14,2017-07-13,7.81,6,0.95,clear-day,,,0.0,0.0,,1022.9,Clear,8.5,1499918400,0.0,9.33,245.0,,1.35
10.59,0.64,2017-07-13,9.1,7,0.9,partly-cloudy-day,,,0.0,0.0,,1023.22,Mostly Cloudy,10.59,1499922000,0.0,9.83,248.0,,1.04
12.98,0.94,2017-07-13,10.01,8,0.82,cloudy,,,0.0,0.0,,1023.27,Overcast,12.98,1499925600,0.0,10.93,291.0,,1.47
14.81,0.94,2017-07-13,8.65,9,0.67,cloudy,,,0.0,0.0,,1023.47,Overcast,14.81,1499929200,1.0,10.86,310.0,,1.9
16.12,0.7,2017-07-13,8.21,10,0.59,partly-cloudy-day,,,0.0,0.0,,1023.57,Mostly Cloudy,16.12,1499932800,2.0,10.73,320.0,,1.88
16.72,0.81,2017-07-13,8.05,11,0.57,partly-cloudy-day,,,0.0,0.0,,1023.65,Mostly Cloudy,16.72,1499936400,3.0,10.73,299.0,,1.96
17.34,0.71,2017-07-13,7.88,12,0.54,partly-cloudy-day,,,0.0,0.0,,1023.47,Mostly Cloudy,17.34,1499940000,4.0,10.73,280.0,,2.25
17.61,0.88,2017-07-13,7.52,13,0.52,partly-cloudy-day,,,0.0,0.0,,1023.22,Mostly Cloudy,17.61,1499943600,4.0,10.73,304.0,,1.64
18.38,1.0,2017-07-13,7.0,14,0.47,cloudy,,,0.0,0.0,,1022.8,Overcast,18.38,1499947200,4.0,10.83,338.0,,0.82
18.44,0.94,2017-07-13,7.19,15,0.48,cloudy,,,0.0,0.0,,1022.4,Overcast,18.44,1499950800,4.0,11.47,294.0,,0.88
19.39,0.59,2017-07-13,7.23,16,0.45,partly-cloudy-day,,,0.0,0.0,,1021.85,Partly Cloudy,19.39,1499954400,3.0,11.67,305.0,,0.8
19.33,0.75,2017-07-13,6.9,17,0.44,partly-cloudy-day,,,0.0,0.0,,1021.6,Mostly Cloudy,19.33,1499958000,2.0,12.12,303.0,,0.91
19.19,0.94,2017-07-13,6.86,18,0.45,cloudy,,,0.0,0.0,,1021.07,Overcast,19.19,1499961600,1.0,12.83,288.0,,0.53
19.18,0.94,2017-07-13,7.42,19,0.46,cloudy,,,0.0,0.0,,1020.52,Overcast,19.18,1499965200,1.0,12.83,335.0,,0.66
18.03,0.83,2017-07-13,8.77,20,0.55,partly-cloudy-day,,,0.0,0.0,,1020.12,Mostly Cloudy,18.03,1499968800,0.0,12.83,351.0,,0.76
16.17,0.94,2017-07-13,10.07,21,0.67,cloudy,,,0.0,0.0,,1019.65,Overcast,16.17,1499972400,0.0,12.83,63.0,,0.34
14.39,0.94,2017-07-13,10.48,22,0.77,cloudy,,,0.0,0.0,,1019.55,Overcast,14.39,1499976000,0.0,12.83,81.0,,0.9
13.03,1.0,2017-07-13,10.76,23,0.86,cloudy,,,0.0,0.0,,1019.3,Overcast,13.03,1499979600,0.0,12.83,83.0,,0.43
13.04,0.94,2017-07-14,10.31,0,0.83,cloudy,,,0.0,0.0,,1019.0,Overcast,13.04,1499983200,0.0,12.83,95.0,,0.52
12.5,0.75,2017-07-14,10.18,1,0.86,partly-cloudy-night,,,0.0,0.0,,1018.75,Mostly Cloudy,12.5,1499986800,0.0,12.83,112.0,,0.82
12.01,0.83,2017-07-14,10.27,2,0.89,partly-cloudy-night,,,0.0,0.0,,1018.25,Mostly Cloudy,12.01,1499990400,0.0,12.83,97.0,,0.67
11.61,0.81,2017-07-14,9.78,3,0.89,partly-cloudy-night,,,0.0,0.0,,1017.78,Mostly Cloudy,11.61,1499994000,0.0,12.83,114.0,,0.65
10.73,0.77,2017-07-14,9.54,4,0.92,partly-cloudy-night,,,0.0,0.0,,1017.28,Mostly Cloudy,10.73,1499997600,0.0,12.83,119.0,,0.55
9.89,0.09,2017-07-14,8.85,5,0.93,clear-night,,,0.0,0.0,,1016.92,Clear,9.89,1500001200,0.0,10.56,142.0,,0.63
10.17,0.03,2017-07-14,8.97,6,0.92,clear-day,,,0.0,0.0,,1016.8,Clear,10.17,1500004800,0.0,8.55,156.0,,0.34
12.52,0.19,2017-07-14,10.28,7,0.86,clear-day,,,0.0,0.0,,1016.57,Clear,12.52,1500008400,0.0,10.51,151.0,,0.58
15.24,0.24,2017-07-14,10.93,8,0.76,clear-day,,,0.0,0.0,,1016.22,Clear,15.24,1500012000,1.0,11.68,199.0,,0.82
17.33,0.56,2017-07-14,10.23,9,0.63,partly-cloudy-day,,,0.0,0.0,,1016.07,Partly Cloudy,17.33,1500015600,1.0,11.68,227.0,,1.65
18.61,1.0,2017-07-14,9.14,10,0.54,cloudy,,,0.0,0.0,,1016.1,Overcast,18.61,1500019200,1.0,11.07,254.0,,2.32
19.42,1.0,2017-07-14,8.56,11,0.49,cloudy,,,0.0,0.0,,1015.82,Overcast,19.42,1500022800,2.0,10.93,250.0,,2.72
19.5,1.0,2017-07-14,8.53,12,0.49,cloudy,,,0.0635,0.12,rain,1015.72,Overcast,19.5,1500026400,3.0,12.28,251.0,,3.53
19.72,0.87,2017-07-14,9.26,13,0.51,partly-cloudy-day,,,0.0,0.0,,1015.54,Mostly Cloudy,19.72,1500030000,4.0,12.28,255.0,,4.47
19.45,0.88,2017-07-14,9.92,14,0.54,partly-cloudy-day,,,0.0,0.0,,1015.39,Mostly Cloudy,19.45,1500033600,4.0,11.84,255.0,,4.39
18.74,1.0,2017-07-14,11.42,15,0.62,rain,,,0.9144,0.39,rain,1015.3,Light Rain,18.74,1500037200,3.0,11.02,250.0,,4.78
17.17,0.4,2017-07-14,12.57,16,0.74,rain,,,2.3495,0.86,rain,1015.79,Rain,17.17,1500040800,4.0,10.24,265.0,,3.95
16.21,1.0,2017-07-14,13.24,17,0.83,rain,,,1.2979,0.61,rain,1015.89,Light Rain,16.21,1500044400,2.0,9.62,273.0,,3.4
16.16,0.94,2017-07-14,13.53,18,0.84,cloudy,,,0.0,0.0,,1016.07,Overcast,16.16,1500048000,1.0,10.44,275.0,,3.42
15.9,0.87,2017-07-14,12.7,19,0.81,partly-cloudy-day,,,0.0,0.0,,1016.29,Mostly Cloudy,15.9,1500051600,1.0,10.4,283.0,,3.58
15.42,1.0,2017-07-14,11.83,20,0.79,cloudy,,,0.033,0.13,rain,1016.54,Overcast,15.42,1500055200,0.0,10.51,278.0,,3.06
14.68,0.88,2017-07-14,11.64,21,0.82,partly-cloudy-day,,,0.0,0.0,,1016.97,Mostly Cloudy,14.68,1500058800,0.0,10.28,282.0,,3.06
13.79,0.94,2017-07-14,11.18,22,0.84,cloudy,,,0.0,0.0,,1017.44,Overcast,13.79,1500062400,0.0,10.38,283.0,,2.86
13.42,0.53,2017-07-14,11.06,23,0.86,partly-cloudy-night,,,0.0,0.0,,1017.89,Partly Cloudy,13.42,1500066000,0.0,10.46,260.0,,2.75
12.89,0.83,2017-07-15,11.14,0,0.89,partly-cloudy-night,,,0.2388,0.27,rain,1018.14,Mostly Cloudy,12.89,1500069600,0.0,11.41,257.0,,3.26
12.66,0.76,2017-07-15,11.26,1,0.91,partly-cloudy-night,,,0.254,0.25,rain,1018.44,Mostly Cloudy,12.66,1500073200,0.0,9.27,258.0,,4.13
12.81,0.76,2017-07-15,11.57,2,0.92,partly-cloudy-night,,,0.0635,0.25,rain,1018.67,Mostly Cloudy,12.81,1500076800,0.0,10.9,258.0,,3.52
12.68,0.45,2017-07-15,11.72,3,0.94,partly-cloudy-night,,,0.1981,0.36,rain,1018.99,Partly Cloudy,12.68,1500080400,0.0,10.9,262.0,,3.55
12.51,0.71,2017-07-15,11.56,4,0.94,partly-cloudy-night,,,0.0,0.0,,1019.24,Mostly Cloudy,12.51,1500084000,0.0,9.7,264.0,,3.21
12.23,0.87,2017-07-15,11.35,5,0.94,partly-cloudy-night,,,0.0559,0.22,rain,1019.59,Mostly Cloudy,12.23,1500087600,0.0,11.09,266.0,,2.84
12.44,0.76,2017-07-15,11.54,6,0.94,partly-cloudy-day,,,0.0,0.0,,1020.09,Mostly Cloudy,12.44,1500091200,0.0,10.7,264.0,,2.6
13.17,1.0,2017-07-15,11.88,7,0.92,cloudy,,,0.0,0.0,,1020.57,Overcast,13.17,1500094800,0.0,10.54,262.0,,2.43
13.84,0.94,2017-07-15,12.08,8,0.89,cloudy,,,0.0,0.0,,1020.94,Overcast,13.84,1500098400,0.0,10.54,265.0,,2.96
15.21,1.0,2017-07-15,12.22,9,0.82,cloudy,,,0.0,0.0,,1021.22,Overcast,15.21,1500102000,1.0,10.51,279.0,,3.23
16.4,0.58,2017-07-15,11.96,10,0.75,partly-cloudy-day,,,0.0,0.0,,1021.82,Partly Cloudy,16.4,1500105600,2.0,10.56,286.0,,3.36
17.32,0.64,2017-07-15,11.24,11,0.67,partly-cloudy-day,,,0.0,0.0,,1021.92,Mostly Cloudy,17.32,1500109200,3.0,10.62,279.0,,2.7
17.92,0.64,2017-07-15,11.09,12,0.64,partly-cloudy-day,,,0.0,0.0,,1022.02,Mostly Cloudy,17.92,1500112800,4.0,10.62,297.0,,2.71
18.63,0.94,2017-07-15,11.04,13,0.61,cloudy,,,0.0,0.0,,1022.15,Overcast,18.63,1500116400,4.0,10.62,269.0,,2.66
19.48,0.94,2017-07-15,10.98,14,0.58,cloudy,,,0.0,0.0,,1022.25,Overcast,19.48,1500120000,4.0,10.69,269.0,,3.0
19.78,0.94,2017-07-15,10.74,15,0.56,cloudy,,,0.0,0.0,,1022.17,Overcast,19.78,1500123600,3.0,10.69,270.0,,2.97
20.41,0.94,2017-07-15,10.19,16,0.52,cloudy,,,0.0,0.0,,1022.3,Overcast,20.41,1500127200,3.0,10.85,275.0,,2.82
20.54,0.94,2017-07-15,10.76,17,0.53,cloudy,,,0.0,0.0,,1022.15,Overcast,20.54,1500130800,2.0,10.85,274.0,,2.53
20.39,0.94,2017-07-15,10.16,18,0.52,cloudy,,,0.0,0.0,,1022.0,Overcast,20.39,1500134400,1.0,10.83,258.0,,2.52
20.33,1.0,2017-07-15,10.31,19,0.53,cloudy,,,0.0,0.0,,1022.02,Overcast,20.33,1500138000,1.0,11.35,253.0,,2.64
19.18,1.0,2017-07-15,11.4,20,0.61,cloudy,,,0.0,0.0,,1022.15,Overcast,19.18,1500141600,0.0,11.8,249.0,,1.71
18.28,1.0,2017-07-15,12.02,21,0.67,cloudy,,,0.0,0.0,,1022.05,Overcast,18.28,1500145200,0.0,11.8,220.0,,1.35
17.19,0.94,2017-07-15,12.29,22,0.73,cloudy,,,0.0,0.0,,1022.1,Overcast,17.19,1500148800,0.0,12.15,184.0,,1.49
17.08,0.94,2017-07-15,12.49,23,0.74,cloudy,,,0.0,0.0,,1022.02,Overcast,17.08,1500152400,0.0,12.71,171.0,,1.73
17.01,1.0,2017-07-16,12.55,0,0.75,cloudy,,,0.0,0.0,,1022.1,Overcast,17.01,1500156000,0.0,12.15,172.0,,1.31
16.43,1.0,2017-07-16,12.54,1,0.78,cloudy,,,0.0,0.0,,1021.97,Overcast,16.43,1500159600,0.0,12.15,172.0,,1.39
16.59,1.0,2017-07-16,12.34,2,0.76,cloudy,,,0.0,0.0,,1021.75,Overcast,16.59,1500163200,0.0,12.15,175.0,,2.08
16.66,1.0,2017-07-16,12.52,3,0.77,cloudy,,,0.0,0.0,,1021.7,Overcast,16.66,1500166800,0.0,11.1,194.0,,1.71
16.59,1.0,2017-07-16,12.54,4,0.77,cloudy,,,0.0,0.0,,1021.69,Overcast,16.59,1500170400,0.0,11.1,206.0,,1.9
16.33,1.0,2017-07-16,12.34,5,0.77,cloudy,,,0.0,0.0,,1021.29,Overcast,16.33,1500174000,0.0,10.8,215.0,,2.82
16.5,1.0,2017-07-16,12.37,6,0.77,cloudy,,,0.0,0.0,,1021.37,Overcast,16.5,1500177600,0.0,10.96,199.0,,2.48
16.72,1.0,2017-07-16,12.85,7,0.78,cloudy,,,0.0,0.0,,1021.39,Overcast,16.72,1500181200,0.0,11.04,216.0,,3.08
16.81,1.0,2017-07-16,13.32,8,0.8,cloudy,,,0.0,0.0,,1021.57,Overcast,16.81,1500184800,0.0,10.85,212.0,,3.11
17.08,1.0,2017-07-16,13.72,9,0.81,cloudy,,,0.0,0.0,,1021.79,Overcast,17.08,1500188400,1.0,9.41,214.0,,3.38
17.5,1.0,2017-07-16,13.96,10,0.8,cloudy,,,0.0,0.0,,1021.94,Overcast,17.5,1500192000,1.0,9.95,213.0,,3.76
17.83,1.0,2017-07-16,14.57,11,0.81,cloudy,,,0.0,0.0,,1021.94,Overcast,17.83,1500195600,2.0,9.75,219.0,,3.79
18.98,1.0,2017-07-16,15.29,12,0.79,cloudy,,,0.0,0.0,,1021.87,Overcast,18.96,1500199200,3.0,9.77,222.0,,3.84
19.31,1.0,2017-07-16,15.68,13,0.8,cloudy,,,0.0,0.0,,1021.82,Overcast,19.24,1500202800,4.0,9.01,227.0,,3.54
19.92,1.0,2017-07-16,16.07,14,0.79,cloudy,,,0.0,0.0,,1021.55,Overcast,19.82,1500206400,4.0,9.75,225.0,,4.06
20.73,1.0,2017-07-16,16.4,15,0.77,cloudy,,,0.0,0.0,,1021.72,Overcast,20.61,1500210000,3.0,9.58,239.0,,4.09
21.14,1.0,2017-07-16,16.36,16,0.75,cloudy,,,0.0,0.0,,1021.62,Overcast,21.03,1500213600,2.0,9.9,245.0,,4.29
21.32,1.0,2017-07-16,16.89,17,0.77,cloudy,,,0.381,0.25,rain,1021.82,Overcast,21.15,1500217200,2.0,9.19,260.0,,3.35
21.11,0.94,2017-07-16,17.0,18,0.78,cloudy,,,0.3658,0.47,rain,1021.6,Overcast,20.91,1500220800,1.0,9.5,255.0,,3.13
20.88,1.0,2017-07-16,17.56,19,0.83,cloudy,,,0.0,0.0,,1021.6,Overcast,20.6,1500224400,1.0,9.59,269.0,,2.64
20.41,1.0,2017-07-16,17.02,20,0.82,cloudy,,,0.0,0.0,,1021.6,Overcast,20.19,1500228000,0.0,10.62,266.0,,2.66
19.63,1.0,2017-07-16,16.92,21,0.86,cloudy,,,0.0,0.0,,1021.82,Overcast,19.4,1500231600,0.0,10.57,280.0,,2.59
18.98,1.0,2017-07-16,16.83,22,0.89,cloudy,,,0.0,0.0,,1022.0,Overcast,18.74,1500235200,0.0,10.19,276.0,,1.87
18.42,1.0,2017-07-16,17.18,23,0.94,cloudy,,,0.0356,0.14,rain,1022.05,Overcast,18.09,1500238800,0.0,10.32,277.0,,1.81
18.16,1.0,2017-07-17,17.16,0,0.96,cloudy,,,0.1778,0.14,rain,1022.0,Overcast,17.82,1500242400,0.0,9.78,281.0,,1.4
18.02,1.0,2017-07-17,17.09,1,0.96,cloudy,,,0.3835,0.51,rain,1021.92,Overcast,17.68,1500246000,0.0,8.59,290.0,,1.46
17.56,1.0,2017-07-17,16.74,2,0.97,rain,,,0.7315,0.47,rain,1021.93,Light Rain,17.25,1500249600,0.0,6.66,296.0,,1.34
17.38,0.82,2017-07-17,16.53,3,0.96,partly-cloudy-night,,,0.1676,0.22,rain,1021.88,Mostly Cloudy,17.09,1500253200,0.0,6.82,296.0,,1.43
16.78,0.74,2017-07-17,16.02,4,0.97,partly-cloudy-night,,,0.1245,0.36,rain,1021.98,Mostly Cloudy,16.55,1500256800,0.0,8.58,309.0,,1.63
16.32,0.62,2017-07-17,15.31,5,0.95,partly-cloudy-night,,,0.3429,0.14,rain,1021.98,Mostly Cloudy,16.17,1500260400,0.0,8.58,341.0,,1.45
15.47,0.45,2017-07-17,14.4,6,0.94,partly-cloudy-day,,,0.0356,0.14,rain,1022.13,Partly Cloudy,15.42,1500264000,0.0,7.77,342.0,,1.78
15.78,0.31,2017-07-17,14.49,7,0.92,partly-cloudy-day,,,0.0,0.0,,1022.5,Partly Cloudy,15.74,1500267600,0.0,9.48,354.0,,1.45
16.09,0.19,2017-07-17,13.82,8,0.86,clear-day,,,0.0,0.0,,1023.08,Clear,16.09,1500271200,1.0,9.16,358.0,,2.47
16.54,0.56,2017-07-17,13.5,9,0.82,partly-cloudy-day,,,0.0,0.0,,1023.3,Partly Cloudy,16.54,1500274800,1.0,9.5,349.0,,3.14
17.58,0.75,2017-07-17,12.97,10,0.74,partly-cloudy-day,,,0.0,0.0,,1023.52,Mostly Cloudy,17.58,1500278400,2.0,10.35,352.0,,2.85
18.5,0.75,2017-07-17,11.92,11,0.66,partly-cloudy-day,,,0.0,0.0,,1023.53,Mostly Cloudy,18.5,1500282000,3.0,10.44,1.0,,2.37
19.41,0.75,2017-07-17,11.54,12,0.6,partly-cloudy-day,,,0.0,0.0,,1023.33,Mostly Cloudy,19.41,1500285600,4.0,10.53,334.0,,2.28
20.68,0.69,2017-07-17,11.66,13,0.56,partly-cloudy-day,,,0.0,0.0,,1023.3,Mostly Cloudy,20.68,1500289200,5.0,10.81,355.0,,2.04
21.21,0.69,2017-07-17,11.16,14,0.53,partly-cloudy-day,,,0.0,0.0,,1023.23,Mostly Cloudy,21.21,1500292800,5.0,10.78,338.0,,2.1
22.19,0.69,2017-07-17,10.93,15,0.49,partly-cloudy-day,,,0.0,0.0,,1023.1,Mostly Cloudy,22.19,1500296400,4.0,10.72,353.0,,2.09
22.71,0.91,2017-07-17,10.08,16,0.45,partly-cloudy-day,,,0.0,0.0,,1022.87,Mostly Cloudy,22.71,1500300000,3.0,11.1,341.0,,2.14
22.67,0.76,2017-07-17,10.04,17,0.45,partly-cloudy-day,,,0.0,0.0,,1022.77,Mostly Cloudy,22.67,1500303600,2.0,10.94,341.0,,2.11
22.73,0.46,2017-07-17,10.07,18,0.45,partly-cloudy-day,,,0.0,0.0,,1022.47,Partly Cloudy,22.73,1500307200,1.0,12.62,340.0,,2.43
22.37,0.24,2017-07-17,10.18,19,0.46,clear-day,,,0.0,0.0,,1022.3,Clear,22.37,1500310800,1.0,12.42,345.0,,2.73
21.55,0.45,2017-07-17,10.98,20,0.51,partly-cloudy-day,,,0.0,0.0,,1022.4,Partly Cloudy,21.55,1500314400,0.0,12.83,355.0,,2.43
19.33,0.69,2017-07-17,11.37,21,0.6,partly-cloudy-day,,,0.0,0.0,,1022.47,Mostly Cloudy,19.33,1500318000,0.0,12.83,6.0,,1.88
16.42,0.58,2017-07-17,11.96,22,0.75,partly-cloudy-night,,,0.0,0.0,,1022.74,Partly Cloudy,16.42,1500321600,0.0,12.83,14.0,,1.01
14.99,0.58,2017-07-17,12.12,23,0.83,partly-cloudy-night,,,0.0,0.0,,1023.04,Partly Cloudy,14.99,1500325200,0.0,12.83,33.0,,0.94
14.72,0.56,2017-07-18,11.83,0,0.83,partly-cloudy-night,,,0.0,0.0,,1023.07,Partly Cloudy,14.72,1500328800,0.0,12.83,27.0,,2.21
13.54,0.0,2017-07-18,11.54,1,0.88,clear-night,,,0.0,0.0,,1022.97,Clear,13.54,1500332400,0.0,12.83,51.0,,1.45
12.65,0.31,2017-07-18,11.13,2,0.9,partly-cloudy-night,,,0.0,0.0,,1022.94,Partly Cloudy,12.65,1500336000,0.0,12.83,42.0,,1.14
12.06,0.26,2017-07-18,10.89,3,0.93,partly-cloudy-night,,,0.0,0.0,,1022.84,Partly Cloudy,12.06,1500339600,0.0,12.46,53.0,,0.89
11.47,0.63,2017-07-18,10.34,4,0.93,partly-cloudy-night,,,0.0,0.0,,1022.64,Mostly Cloudy,11.47,1500343200,0.0,11.86,62.0,,0.92
11.39,0.31,2017-07-18,10.39,5,0.94,partly-cloudy-night,,,0.0,0.0,,1022.5,Partly Cloudy,11.39,1500346800,0.0,11.73,53.0,,1.02
11.62,0.71,2017-07-18,10.43,6,0.92,partly-cloudy-day,,,0.0,0.0,,1022.51,Mostly Cloudy,11.62,1500350400,0.0,11.2,55.0,,0.93
14.06,1.0,2017-07-18,11.39,7,0.84,cloudy,,,0.0,0.0,,1022.41,Overcast,14.06,1500354000,0.0,11.68,67.0,,1.44
16.49,0.75,2017-07-18,12.08,8,0.75,partly-cloudy-day,,,0.0,0.0,,1022.37,Mostly Cloudy,16.49,1500357600,1.0,11.68,72.0,,2.4
17.9,0.75,2017-07-18,12.18,9,0.69,partly-cloudy-day,,,0.0,0.0,,1022.31,Mostly Cloudy,17.9,1500361200,1.0,11.68,71.0,,3.03
20.11,1.0,2017-07-18,12.56,10,0.62,cloudy,,,0.0,0.0,,1022.14,Overcast,20.11,1500364800,1.0,11.68,72.0,,3.08
21.27,0.41,2017-07-18,12.31,11,0.57,partly-cloudy-day,,,0.0,0.0,,1021.91,Partly Cloudy,21.27,1500368400,3.0,11.68,63.0,,3.12
22.43,0.63,2017-07-18,11.91,12,0.51,partly-cloudy-day,,,0.0,0.0,,1021.51,Mostly Cloudy,22.43,1500372000,4.0,11.07,60.0,,3.32
23.48,0.63,2017-07-18,12.34,13,0.5,partly-cloudy-day,,,0.0,0.0,,1020.94,Mostly Cloudy,23.48,1500375600,5.0,11.07,71.0,,3.38
24.22,0.69,2017-07-18,12.28,14,0.47,partly-cloudy-day,,,0.0,0.0,,1020.24,Mostly Cloudy,24.22,1500379200,5.0,11.07,76.0,,3.39
24.71,0.75,2017-07-18,12.46,15,0.46,partly-cloudy-day,,,0.0,0.0,,1019.64,Mostly Cloudy,24.71,1500382800,4.0,10.99,83.0,,3.68
25.32,0.91,2017-07-18,12.6,16,0.45,partly-cloudy-day,,,0.0,0.0,,1019.04,Mostly Cloudy,25.32,1500386400,3.0,12.62,83.0,,3.58
25.55,1.0,2017-07-18,12.85,17,0.45,cloudy,,,0.0,0.0,,1018.34,Overcast,25.55,1500390000,2.0,12.83,75.0,,3.71
25.28,0.75,2017-07-18,12.57,18,0.45,partly-cloudy-day,,,0.0,0.0,,1017.77,Mostly Cloudy,25.28,1500393600,1.0,12.62,63.0,,4.09
24.7,1.0,2017-07-18,12.61,19,0.47,cloudy,,,0.0,0.0,,1017.44,Overcast,24.7,1500397200,0.0,12.62,61.0,,3.81
23.89,0.75,2017-07-18,12.9,20,0.5,partly-cloudy-day,,,0.0,0.0,,1017.14,Mostly Cloudy,23.89,1500400800,0.0,12.83,61.0,,3.39
22.1,0.75,2017-07-18,13.04,21,0.57,partly-cloudy-day,,,0.0,0.0,,1016.94,Mostly Cloudy,22.1,1500404400,0.0,12.83,58.0,,2.86
20.64,0.84,2017-07-18,13.04,22,0.62,partly-cloudy-night,,,0.0,0.0,,1016.57,Mostly Cloudy,20.64,1500408000,0.0,12.83,62.0,,3.02
19.44,0.56,2017-07-18,13.16,23,0.67,partly-cloudy-night,,,0.0,0.0,,1016.34,Partly Cloudy,19.44,1500411600,0.0,12.83,63.0,,3.05
18.82,0.63,2017-07-19,13.09,0,0.69,partly-cloudy-night,,,0.0,0.0,,1015.97,Mostly Cloudy,18.82,1500415200,0.0,12.83,66.0,,3.09
18.45,0.75,2017-07-19,13.18,1,0.71,partly-cloudy-night,,,0.0,0.0,,1015.61,Mostly Cloudy,18.45,1500418800,0.0,12.83,66.0,,2.69
18.19,0.46,2017-07-19,13.23,2,0.73,partly-cloudy-night,,,0.0,0.0,,1015.04,Partly Cloudy,18.19,1500422400,0.0,12.83,69.0,,2.89
17.74,1.0,2017-07-19,13.23,3,0.75,cloudy,,,0.0,0.0,,1014.31,Overcast,17.74,1500426000,0.0,12.83,71.0,,2.69
17.38,0.75,2017-07-19,13.23,4,0.77,partly-cloudy-night,,,0.0,0.0,,1013.84,Mostly Cloudy,17.38,1500429600,0.0,12.83,72.0,,2.35
16.93,0.75,2017-07-19,13.14,5,0.78,partly-cloudy-night,,,0.0,0.0,,1013.17,Mostly Cloudy,16.93,1500433200,0.0,12.83,79.0,,2.61
17.18,1.0,2017-07-19,13.29,6,0.78,cloudy,,,0.0,0.0,,1012.84,Overcast,17.18,1500436800,0.0,11.68,80.0,,2.51
18.35,0.75,2017-07-19,13.5,7,0.73,partly-cloudy-day,,,0.0,0.0,,1012.71,Mostly Cloudy,18.35,1500440400,0.0,11.07,91.0,,2.56
20.73,0.69,2017-07-19,14.31,8,0.67,partly-cloudy-day,,,0.0,0.0,,1012.04,Mostly Cloudy,20.73,1500444000,1.0,11.68,97.0,,3.96
22.64,0.75,2017-07-19,15.41,9,0.64,partly-cloudy-day,,,0.0,0.0,,1011.47,Mostly Cloudy,22.64,1500447600,1.0,11.68,106.0,,4.02
24.69,1.0,2017-07-19,16.35,10,0.6,cloudy,,,0.0,0.0,,1011.14,Overcast,24.61,1500451200,1.0,11.68,110.0,,4.09
27.34,0.75,2017-07-19,16.98,11,0.56,partly-cloudy-day,,,0.0,0.0,,1010.57,Mostly Cloudy,26.59,1500454800,3.0,11.68,106.0,,4.44
28.51,1.0,2017-07-19,17.17,12,0.52,cloudy,,,0.0,0.0,,1009.9,Overcast,27.88,1500458400,3.0,11.68,109.0,,4.88
29.81,0.75,2017-07-19,17.33,13,0.49,partly-cloudy-day,,,0.0,0.0,,1009.27,Mostly Cloudy,29.23,1500462000,4.0,11.68,113.0,,4.87
30.96,0.91,2017-07-19,17.52,14,0.46,partly-cloudy-day,,,0.0,0.0,,1008.9,Mostly Cloudy,30.33,1500465600,4.0,11.68,138.0,,3.69
