apparentTemperature,cloudCover,date,dewPoint,hour,humidity,icon,ozone,precipAccumulation,precipIntensity,precipProbability,precipType,pressure,summary,temperature,time,uvIndex,visibility,windBearing,windGust,windSpeed
12.64,0.53,2016-04-19,2.81,13,0.51,partly-cloudy-day,,,0.0,0.0,,1025.6,Partly Cloudy,12.64,1461063600,4.0,10.73,304.0,,5.1
12.51,0.53,2016-04-19,2.38,14,0.5,partly-cloudy-day,,,0.0,0.0,,1026.08,Partly Cloudy,12.51,1461067200,4.0,10.93,308.0,,5.19
12.46,0.64,2016-04-19,1.91,15,0.49,partly-cloudy-day,,,0.0,0.0,,1026.33,Mostly Cloudy,12.46,1461070800,3.0,10.94,314.0,,5.82
12.74,0.75,2016-04-19,1.71,16,0.47,partly-cloudy-day,,,0.0,0.0,,1026.8,Mostly Cloudy,12.74,1461074400,2.0,11.31,319.0,,6.02
12.26,0.53,2016-04-19,1.19,17,0.47,partly-cloudy-day,,,0.0,0.0,,1026.93,Partly Cloudy,12.26,1461078000,1.0,11.18,312.0,,5.85
11.77,0.19,2016-04-19,0.88,18,0.47,clear-day,,,0.0,0.0,,1027.3,Clear,11.77,1461081600,1.0,11.02,327.0,,5.62
10.98,0.63,2016-04-19,1.12,19,0.51,partly-cloudy-day,,,0.0,0.0,,1027.73,Mostly Cloudy,10.98,1461085200,0.0,11.18,331.0,,5.35
7.21,0.63,2016-04-19,1.52,20,0.57,partly-cloudy-day,,,0.0,0.0,,1028.2,Mostly Cloudy,9.68,1461088800,0.0,11.17,342.0,,4.92
5.83,0.65,2016-04-19,1.43,21,0.63,partly-cloudy-night,,,0.0,0.0,,1028.85,Mostly Cloudy,7.99,1461092400,0.0,11.31,338.0,,3.43
4.72,0.53,2016-04-19,1.57,22,0.69,partly-cloudy-night,,,0.0,0.0,,1029.45,Partly Cloudy,6.89,1461096000,0.0,11.33,335.0,,3.09
4.36,0.75,2016-04-19,2.23,23,0.76,partly-cloudy-night,,,0.0,0.0,,1030.02,Mostly Cloudy,6.14,1461099600,0.0,11.15,329.0,,2.37
3.16,1.0,2016-04-20,2.09,0,0.83,cloudy,,,0.0,0.0,,1030.4,Overcast,4.72,1461103200,0.0,11.09,330.0,,1.89
3.61,0.77,2016-04-20,1.73,1,0.88,partly-cloudy-night,,,0.0,0.0,,1030.62,Mostly Cloudy,3.61,1461106800,0.0,11.38,307.0,,1.15
2.87,0.43,2016-04-20,1.54,2,0.91,partly-cloudy-night,,,0.0,0.0,,1030.77,Partly Cloudy,2.87,1461110400,0.0,10.53,288.0,,1.19
1.8,0.75,2016-04-20,1.06,3,0.95,partly-cloudy-night,,,0.0,0.0,,1030.85,Mostly Cloudy,1.8,1461114000,0.0,8.03,271.0,,0.74
1.15,0.24,2016-04-20,0.88,4,0.98,clear-night,,,0.0,0.0,,1031.05,Clear,1.15,1461117600,0.0,7.72,268.0,,0.84
0.8,0.0,2016-04-20,-0.05,5,0.94,clear-night,,,0.0,0.0,,1031.15,Clear,0.8,1461121200,0.0,9.25,267.0,,0.88
0.9,0.06,2016-04-20,-0.16,6,0.93,clear-night,,,0.0,0.0,,1031.2,Clear,0.9,1461124800,0.0,9.0,265.0,,0.68
1.49,0.12,2016-04-20,0.98,7,0.96,clear-day,,,0.0,0.0,,1031.6,Clear,1.49,1461128400,0.0,8.96,265.0,,0.72
4.06,0.33,2016-04-20,2.34,8,0.89,partly-cloudy-day,,,0.0,0.0,,1031.9,Partly Cloudy,4.06,1461132000,0.0,9.82,291.0,,0.93
6.0,0.16,2016-04-20,2.67,9,0.74,clear-day,,,0.0,0.0,,1032.25,Clear,7.04,1461135600,1.0,10.8,336.0,,1.75
6.89,0.53,2016-04-20,1.6,10,0.63,partly-cloudy-day,,,0.0,0.0,,1032.58,Partly Cloudy,8.19,1461139200,1.0,10.73,352.0,,2.23
7.32,0.75,2016-04-20,1.12,11,0.59,partly-cloudy-day,,,0.0,0.0,,1032.7,Mostly Cloudy,8.78,1461142800,2.0,10.73,341.0,,2.59
8.79,0.53,2016-04-20,1.28,12,0.55,partly-cloudy-day,,,0.0,0.0,,1032.65,Partly Cloudy,9.94,1461146400,3.0,10.73,339.0,,2.44
10.88,0.35,2016-04-20,1.16,13,0.51,partly-cloudy-day,,,0.0,0.0,,1032.23,Partly Cloudy,10.88,1461150000,4.0,10.86,345.0,,2.32
11.61,0.24,2016-04-20,0.87,14,0.48,clear-day,,,0.0,0.0,,1031.75,Clear,11.61,1461153600,5.0,10.93,352.0,,2.26
12.22,0.24,2016-04-20,1.1,15,0.47,clear-day,,,0.0,0.0,,1031.4,Clear,12.22,1461157200,4.0,11.68,7.0,,1.66
12.76,0.08,2016-04-20,0.52,16,0.43,clear-day,,,0.0,0.0,,1031.35,Clear,12.76,1461160800,3.0,12.83,5.0,,1.76
12.97,0.0,2016-04-20,1.0,17,0.44,clear-day,,,0.0,0.0,,1030.93,Clear,12.97,1461164400,2.0,12.83,346.0,,2.21
12.93,0.16,2016-04-20,0.98,18,0.44,clear-day,,,0.0,0.0,,1030.55,Clear,12.93,1461168000,1.0,12.83,12.0,,2.93
12.34,0.0,2016-04-20,1.09,19,0.46,clear-day,,,0.0,0.0,,1030.13,Clear,12.34,1461171600,1.0,12.83,22.0,,3.38
10.97,0.0,2016-04-20,1.51,20,0.52,clear-day,,,0.0,0.0,,1030.16,Clear,10.97,1461175200,0.0,11.38,23.0,,2.66
7.04,0.08,2016-04-20,1.72,21,0.61,clear-night,,,0.0,0.0,,1029.96,Clear,8.7,1461178800,0.0,12.83,28.0,,2.85
5.86,0.0,2016-04-20,2.02,22,0.67,clear-night,,,0.0,0.0,,1030.01,Clear,7.68,1461182400,0.0,12.83,29.0,,2.79
4.48,0.0,2016-04-20,2.25,23,0.74,clear-night,,,0.0,0.0,,1029.76,Clear,6.61,1461186000,0.0,12.83,39.0,,2.95
3.83,0.0,2016-04-21,1.95,0,0.77,clear-night,,,0.0,0.0,,1029.73,Clear,5.6,1461189600,0.0,12.83,49.0,,2.24
2.41,0.08,2016-04-21,1.51,1,0.83,clear-night,,,0.0,0.0,,1029.85,Clear,4.18,1461193200,0.0,12.83,54.0,,2.0
1.42,0.0,2016-04-21,1.25,2,0.85,clear-night,,,0.0,0.0,,1029.58,Clear,3.59,1461196800,0.0,12.83,57.0,,2.29
1.51,0.0,2016-04-21,0.99,3,0.89,clear-night,,,0.0,0.0,,1029.13,Clear,2.67,1461200400,0.0,11.27,47.0,,1.35
0.36,0.0,2016-04-21,0.84,4,0.9,clear-night,,,0.0,0.0,,1028.61,Clear,2.29,1461204000,0.0,12.78,49.0,,1.88
0.06,0.08,2016-04-21,0.72,5,0.91,clear-night,,,0.0,0.0,,1028.33,Clear,2.02,1461207600,0.0,12.67,58.0,,1.87
-0.14,0.08,2016-04-21,0.44,6,0.91,clear-night,,,0.0,0.0,,1027.98,Clear,1.73,1461211200,0.0,9.98,62.0,,1.76
0.74,0.08,2016-04-21,0.93,7,0.9,clear-day,,,0.0,0.0,,1027.83,Clear,2.36,1461214800,0.0,10.56,66.0,,1.64
3.41,0.0,2016-04-21,2.16,8,0.8,clear-day,,,0.0,0.0,,1027.63,Clear,5.33,1461218400,1.0,11.41,69.0,,2.36
6.2,0.0,2016-04-21,2.68,9,0.7,clear-day,,,0.0,0.0,,1027.71,Clear,7.85,1461222000,1.0,11.68,79.0,,2.61
8.87,0.0,2016-04-21,3.0,10,0.62,clear-day,,,0.0,0.0,,1027.38,Clear,9.93,1461225600,2.0,11.68,64.0,,2.32
11.49,0.0,2016-04-21,3.02,11,0.56,clear-day,,,0.0,0.0,,1027.08,Clear,11.49,1461229200,3.0,11.68,59.0,,2.79
12.82,0.0,2016-04-21,2.81,12,0.51,clear-day,,,0.0,0.0,,1026.58,Clear,12.82,1461232800,5.0,11.68,65.0,,2.09
13.87,0.23,2016-04-21,2.6,13,0.47,clear-day,,,0.0,0.0,,1025.98,Clear,13.87,1461236400,5.0,11.68,48.0,,2.52
14.93,0.24,2016-04-21,2.08,14,0.42,clear-day,,,0.0,0.0,,1025.43,Clear,14.93,1461240000,5.0,11.68,47.0,,2.24
15.81,0.46,2016-04-21,1.98,15,0.39,partly-cloudy-day,,,0.0,0.0,,1024.63,Partly Cloudy,15.81,1461243600,3.0,11.68,46.0,,2.27
16.28,0.56,2016-04-21,2.31,16,0.39,partly-cloudy-day,,,0.0,0.0,,1023.96,Partly Cloudy,16.28,1461247200,2.0,12.83,40.0,,2.49
16.22,0.58,2016-04-21,1.76,17,0.38,partly-cloudy-day,,,0.0,0.0,,1023.23,Partly Cloudy,16.22,1461250800,1.0,12.83,40.0,,3.34
16.02,0.24,2016-04-21,1.59,18,0.38,clear-day,,,0.0,0.0,,1022.61,Clear,16.02,1461254400,1.0,12.83,35.0,,3.62
14.99,0.31,2016-04-21,1.48,19,0.4,partly-cloudy-day,,,0.0,0.0,,1022.16,Partly Cloudy,14.99,1461258000,0.0,12.83,21.0,,3.75
12.8,0.76,2016-04-21,1.89,20,0.47,partly-cloudy-day,,,0.0,0.0,,1022.23,Mostly Cloudy,12.8,1461261600,0.0,12.83,14.0,,3.26
10.49,0.94,2016-04-21,2.3,21,0.57,cloudy,,,0.0,0.0,,1022.51,Overcast,10.49,1461265200,0.0,12.83,12.0,,2.56
7.78,1.0,2016-04-21,2.64,22,0.63,cloudy,,,0.0,0.0,,1022.91,Overcast,9.42,1461268800,0.0,12.83,16.0,,3.06
6.11,0.83,2016-04-21,2.64,23,0.68,partly-cloudy-night,,,0.0,0.0,,1023.21,Mostly Cloudy,8.25,1461272400,0.0,12.83,20.0,,3.51
5.22,0.94,2016-04-22,2.2,0,0.7,cloudy,,,0.0,0.0,,1023.23,Overcast,7.34,1461276000,0.0,12.83,25.0,,3.14
4.41,1.0,2016-04-22,2.23,1,0.76,cloudy,,,0.0,0.0,,1023.13,Overcast,6.11,1461279600,0.0,12.65,27.0,,2.27
3.23,0.64,2016-04-22,2.11,2,0.85,partly-cloudy-night,,,0.0,0.0,,1022.88,Mostly Cloudy,4.36,1461283200,0.0,11.96,28.0,,1.49
1.87,0.53,2016-04-22,2.32,3,0.9,partly-cloudy-night,,,0.0,0.0,,1022.78,Partly Cloudy,3.83,1461286800,0.0,10.03,19.0,,2.14
1.96,0.76,2016-04-22,2.02,4,0.91,partly-cloudy-night,,,0.0,0.0,,1022.78,Mostly Cloudy,3.33,1461290400,0.0,8.77,5.0,,1.56
3.33,0.83,2016-04-22,2.04,5,0.91,partly-cloudy-night,,,0.0,0.0,,1022.73,Mostly Cloudy,3.33,1461294000,0.0,4.88,13.0,,0.88
2.95,0.4,2016-04-22,2.09,6,0.94,partly-cloudy-night,,,0.0,0.0,,1022.53,Partly Cloudy,2.95,1461297600,0.0,7.0,22.0,,1.2
2.66,0.37,2016-04-22,2.56,7,0.91,partly-cloudy-day,,,0.0,0.0,,1022.43,Partly Cloudy,3.88,1461301200,0.0,7.52,32.0,,1.51
4.52,1.0,2016-04-22,3.67,8,0.84,cloudy,,,0.0,0.0,,1022.55,Overcast,6.19,1461304800,0.0,9.64,44.0,,2.25
5.42,0.83,2016-04-22,3.59,9,0.75,partly-cloudy-day,,,0.0,0.0,,1022.65,Mostly Cloudy,7.77,1461308400,1.0,10.94,41.0,,3.69
6.56,0.94,2016-04-22,2.92,10,0.67,cloudy,,,0.0,0.0,,1022.5,Overcast,8.71,1461312000,1.0,11.07,32.0,,3.72
7.92,0.83,2016-04-22,2.43,11,0.62,partly-cloudy-day,,,0.0,0.0,,1022.25,Mostly Cloudy,9.44,1461315600,2.0,10.93,37.0,,2.88
10.71,0.94,2016-04-22,2.22,12,0.56,cloudy,,,0.0,0.0,,1021.75,Overcast,10.71,1461319200,3.0,10.96,39.0,,2.46
11.42,0.83,2016-04-22,1.69,13,0.51,partly-cloudy-day,,,0.0,0.0,,1021.23,Mostly Cloudy,11.42,1461322800,3.0,10.96,22.0,,2.75
12.27,0.94,2016-04-22,1.12,14,0.46,cloudy,,,0.0,0.0,,1020.75,Overcast,12.27,1461326400,3.0,11.76,2.0,,3.25
12.76,0.83,2016-04-22,0.66,15,0.44,partly-cloudy-day,,,0.0,0.0,,1020.23,Mostly Cloudy,12.76,1461330000,3.0,11.62,23.0,,3.26
12.99,0.83,2016-04-22,0.75,16,0.43,partly-cloudy-day,,,0.0,0.0,,1019.56,Mostly Cloudy,12.99,1461333600,2.0,11.62,351.0,,3.54
12.71,0.83,2016-04-22,0.77,17,0.44,partly-cloudy-day,,,0.0,0.0,,1018.83,Mostly Cloudy,12.71,1461337200,1.0,12.05,1.0,,3.95
12.15,0.94,2016-04-22,0.58,18,0.45,cloudy,,,0.0,0.0,,1018.36,Overcast,12.15,1461340800,1.0,12.83,8.0,,3.89
11.31,0.94,2016-04-22,0.71,19,0.48,cloudy,,,0.0,0.0,,1018.06,Overcast,11.31,1461344400,0.0,12.83,3.0,,4.14
10.04,0.94,2016-04-22,0.67,20,0.52,cloudy,,,0.0,0.0,,1017.86,Overcast,10.04,1461348000,0.0,12.83,9.0,,4.04
6.48,1.0,2016-04-22,0.65,21,0.57,cloudy,,,0.0,0.0,,1017.78,Overcast,8.81,1461351600,0.0,12.83,14.0,,4.12
5.7,1.0,2016-04-22,0.91,22,0.61,cloudy,,,0.0,0.0,,1017.86,Overcast,8.04,1461355200,0.0,12.83,15.0,,3.81
4.32,0.94,2016-04-22,1.24,23,0.67,cloudy,,,0.0,0.0,,1017.63,Overcast,6.89,1461358800,0.0,12.83,21.0,,3.76
4.44,0.94,2016-04-23,1.25,0,0.7,cloudy,,,0.0,0.0,,1017.58,Overcast,6.37,1461362400,0.0,12.83,19.0,,2.59
3.82,0.94,2016-04-23,1.26,1,0.73,cloudy,,,0.0,0.0,,1017.4,Overcast,5.7,1461366000,0.0,12.83,16.0,,2.4
3.75,0.94,2016-04-23,1.29,2,0.77,cloudy,,,0.0,0.0,,1017.05,Overcast,4.98,1461369600,0.0,12.83,12.0,,1.64
3.03,0.94,2016-04-23,1.36,3,0.79,cloudy,,,0.0,0.0,,1016.73,Overcast,4.68,1461373200,0.0,12.83,0.0,,1.97
2.75,0.76,2016-04-23,1.35,4,0.82,partly-cloudy-night,,,0.0,0.0,,1016.4,Mostly Cloudy,4.16,1461376800,0.0,12.36,347.0,,1.69
2.82,0.71,2016-04-23,1.28,5,0.81,partly-cloudy-night,,,0.0,0.0,,1015.95,Mostly Cloudy,4.19,1461380400,0.0,11.62,341.0,,1.67
4.15,1.0,2016-04-23,1.6,6,0.83,cloudy,,,0.0,0.0,,1015.8,Overcast,4.15,1461384000,0.0,11.56,337.0,,1.11
3.03,0.94,2016-04-23,1.95,7,0.85,cloudy,,,0.0,0.0,,1015.65,Overcast,4.26,1461387600,0.0,11.09,328.0,,1.56
3.12,0.87,2016-04-23,2.13,8,0.81,partly-cloudy-day,,,0.0,0.0,,1015.65,Mostly Cloudy,5.11,1461391200,0.0,11.09,346.0,,2.4
3.51,0.74,2016-04-23,2.01,9,0.76,partly-cloudy-day,,,0.0,0.0,,1015.55,Mostly Cloudy,6.01,1461394800,1.0,11.02,345.0,,3.3
2.63,0.65,2016-04-23,0.76,10,0.69,partly-cloudy-day,,,0.0,0.0,,1015.07,Mostly Cloudy,5.92,1461398400,1.0,10.91,349.0,,4.7
4.46,0.87,2016-04-23,0.31,11,0.62,partly-cloudy-day,,,0.0,0.0,,1014.95,Mostly Cloudy,7.18,1461402000,2.0,10.96,347.0,,4.15
5.03,0.64,2016-04-23,-0.08,12,0.58,partly-cloudy-day,,,0.0,0.0,,1014.67,Mostly Cloudy,7.67,1461405600,3.0,10.96,334.0,,4.2
5.52,0.75,2016-04-23,-0.74,13,0.53,partly-cloudy-day,,,0.0711,0.14,rain,1014.52,Mostly Cloudy,8.18,1461409200,3.0,10.96,328.0,,4.54
4.54,0.94,2016-04-23,-1.01,14,0.54,cloudy,,,0.1067,0.14,rain,1014.47,Overcast,7.61,1461412800,3.0,11.18,330.0,,5.15
4.78,0.87,2016-04-23,-1.74,15,0.5,partly-cloudy-day,,,0.0,0.0,,1014.53,Mostly Cloudy,8.02,1461416400,3.0,11.02,331.0,,5.86
5.08,0.64,2016-04-23,-1.18,16,0.51,partly-cloudy-day,,,0.0356,0.14,rain,1014.15,Mostly Cloudy,8.27,1461420000,2.0,10.96,328.0,,5.91
4.4,0.53,2016-04-23,-0.93,17,0.53,wind,,,0.0356,0.14,rain,1014.2,Breezy and Partly Cloudy,7.99,1461423600,1.0,10.96,328.0,,6.89
4.03,0.53,2016-04-23,-0.82,18,0.56,partly-cloudy-day,,,0.127,0.25,rain,1014.37,Partly Cloudy,7.36,1461427200,1.0,10.91,323.0,,5.61
3.21,0.65,2016-04-23,-0.66,19,0.6,partly-cloudy-day,,,0.1676,0.22,rain,1014.57,Mostly Cloudy,6.63,1461430800,0.0,10.96,336.0,,5.38
2.88,0.53,2016-04-23,-0.53,20,0.64,partly-cloudy-day,,,0.0,0.0,,1014.72,Partly Cloudy,5.81,1461434400,0.0,10.96,330.0,,3.95
1.72,0.42,2016-04-23,-0.63,21,0.7,partly-cloudy-night,,,0.0,0.0,,1015.2,Partly Cloudy,4.41,1461438000,0.0,11.02,318.0,,3.09
1.2,0.16,2016-04-23,-0.28,22,0.76,clear-night,,,0.0635,0.12,rain,1015.37,Clear,3.46,1461441600,0.0,10.46,302.0,,2.36
0.54,0.16,2016-04-23,-0.41,23,0.8,clear-night,,,0.0,0.0,,1015.12,Clear,2.67,1461445200,0.0,10.83,271.0,,2.1
-0.46,0.33,2016-04-24,-0.39,0,0.84,partly-cloudy-night,,,0.0711,0.14,rain,1015.07,Partly Cloudy,2.02,1461448800,0.0,11.18,260.0,,2.33
-1.2,0.68,2016-04-24,-0.13,1,0.86,partly-cloudy-night,,,0.1422,0.14,rain,1014.99,Mostly Cloudy,1.91,1461452400,0.0,11.18,255.0,,2.99
-0.69,0.77,2016-04-24,0.37,2,0.88,partly-cloudy-night,,,0.0356,0.14,rain,1014.67,Mostly Cloudy,2.18,1461456000,0.0,11.18,257.0,,2.78
-1.08,0.71,2016-04-24,0.26,3,0.88,partly-cloudy-night,,,0.0356,0.14,rain,1014.27,Mostly Cloudy,1.97,1461459600,0.0,11.18,261.0,,2.93
-1.26,0.81,2016-04-24,0.6,4,0.91,partly-cloudy-night,,,0.1118,0.22,rain,1014.19,Mostly Cloudy,1.87,1461463200,0.0,11.18,263.0,,3.0
-2.0,0.71,2016-04-24,0.03,5,0.91,partly-cloudy-night,,,0.0,0.0,,1013.82,Mostly Cloudy,1.31,1461466800,0.0,11.02,267.0,,3.09
-2.11,0.6,2016-04-24,-0.04,6,0.91,partly-cloudy-night,,,0.0,0.0,,1013.67,Mostly Cloudy,1.21,1461470400,0.0,10.86,258.0,,3.06
-1.76,0.83,2016-04-24,0.48,7,0.91,partly-cloudy-day,,,0.0,0.0,,1013.49,Mostly Cloudy,1.72,1461474000,0.0,11.02,262.0,,3.42
-1.14,0.53,2016-04-24,0.83,8,0.88,partly-cloudy-day,,,0.0,0.0,,1013.54,Partly Cloudy,2.66,1461477600,0.0,11.02,266.0,,4.2
0.67,0.71,2016-04-24,0.76,9,0.77,partly-cloudy-day,,,0.066,0.13,rain,1013.62,Mostly Cloudy,4.41,1461481200,1.0,10.96,277.0,,4.85
1.53,0.64,2016-04-24,-0.16,10,0.68,partly-cloudy-day,,,0.0711,0.14,rain,1013.44,Mostly Cloudy,5.24,1461484800,1.0,10.91,280.0,,5.23
2.1,0.53,2016-04-24,0.6,11,0.7,partly-cloudy-day,,,0.0635,0.25,rain,1013.36,Partly Cloudy,5.54,1461488400,2.0,10.91,284.0,,4.81
2.77,0.75,2016-04-24,0.7,12,0.68,partly-cloudy-day,,,0.0635,0.25,rain,1013.17,Mostly Cloudy,6.07,1461492000,3.0,10.62,280.0,,4.78
1.16,0.87,2016-04-24,0.45,13,0.72,partly-cloudy-day,,,0.1295,0.38,rain,1013.02,Mostly Cloudy,5.14,1461495600,3.0,8.87,297.0,,5.81
3.34,0.87,2016-04-24,0.94,14,0.66,partly-cloudy-day,,,0.066,0.26,rain,1012.52,Mostly Cloudy,6.88,1461499200,3.0,10.91,299.0,,5.87
2.96,0.81,2016-04-24,-0.15,15,0.63,partly-cloudy-day,,,0.127,0.37,rain,1012.67,Mostly Cloudy,6.42,1461502800,3.0,10.3,312.0,,5.37
1.3,0.64,2016-04-24,0.76,16,0.75,partly-cloudy-day,,,0.0,0.0,,1012.4,Mostly Cloudy,4.9,1461506400,2.0,9.95,313.0,,4.81
2.52,0.81,2016-04-24,0.67,17,0.69,partly-cloudy-day,,,0.0711,0.14,rain,1012.52,Mostly Cloudy,5.93,1461510000,1.0,10.91,314.0,,4.95
1.42,0.53,2016-04-24,0.77,18,0.72,partly-cloudy-day,,,0.0711,0.14,rain,1012.59,Partly Cloudy,5.46,1461513600,1.0,10.91,314.0,,6.15
1.91,0.64,2016-04-24,0.24,19,0.69,partly-cloudy-day,,,0.066,0.26,rain,1012.82,Mostly Cloudy,5.45,1461517200,0.0,10.91,307.0,,4.97
1.78,0.53,2016-04-24,0.14,20,0.74,partly-cloudy-day,,,0.0711,0.14,rain,1012.92,Partly Cloudy,4.45,1461520800,0.0,10.91,286.0,,3.08
0.58,0.57,2016-04-24,0.24,21,0.8,partly-cloudy-night,,,0.0559,0.22,rain,1013.19,Partly Cloudy,3.37,1461524400,0.0,10.83,282.0,,2.95
-1.18,0.56,2016-04-24,0.31,22,0.86,partly-cloudy-night,,,0.0,0.0,,1013.52,Partly Cloudy,2.41,1461528000,0.0,11.18,267.0,,3.78
-0.69,0.42,2016-04-24,0.4,23,0.89,partly-cloudy-night,,,0.0,0.0,,1013.49,Partly Cloudy,1.99,1461531600,0.0,10.93,260.0,,2.52
-1.61,0.42,2016-04-25,-0.16,0,0.9,partly-cloudy-night,,,0.0635,0.12,rain,1013.27,Partly Cloudy,1.27,1461535200,0.0,11.18,256.0,,2.6
-1.87,0.33,2016-04-25,0.07,1,0.94,partly-cloudy-night,,0.097,0.127,0.12,snow,1013.32,Partly Cloudy,0.89,1461538800,0.0,11.18,257.0,,2.41
-2.57,0.42,2016-04-25,-0.4,2,0.94,partly-cloudy-night,,,0.0,0.0,,1013.04,Partly Cloudy,0.47,1461542400,0.0,11.18,250.0,,2.6
-2.04,0.81,2016-04-25,-0.07,3,0.93,partly-cloudy-night,,,0.0,0.0,,1012.72,Mostly Cloudy,0.89,1461546000,0.0,11.18,250.0,,2.58
